Type,maximum_budget,maximum_budget_unit,case_study
1269,1.35E+03,MtCO2e,LA-MY-SG-VN
1270,1.35E+03,MtCO2e,LA-MY-SG-VN
1271,1.80E+03,MtCO2e,LA-MY-SG-VN
1272,2.25E+03,MtCO2e,LA-MY-SG-VN
1273,2.70E+03,MtCO2e,LA-MY-SG-VN
1274,2.70E+03,MtCO2e,LA-MY-SG-VN
1275,3.16E+03,MtCO2e,LA-MY-SG-VN
1276,3.61E+03,MtCO2e,LA-MY-SG-VN
1277,0,MtCO2e,BN-PH
1278,142.719813,MtCO2e,BN-PH
1279,285.439626,MtCO2e,BN-PH
1280,428.159439,MtCO2e,BN-PH
1281,540.430334,MtCO2e,BN-PH
1282,570.879252,MtCO2e,BN-PH
1283,713.599065,MtCO2e,BN-PH
1284,856.318877,MtCO2e,BN-PH
1285,999.03869,MtCO2e,BN-PH
1286,1.08E+03,MtCO2e,BN-PH
1287,1.14E+03,MtCO2e,BN-PH
1288,0,MtCO2e,BN-MY
1289,274.690029,MtCO2e,BN-MY
1290,531.105813,MtCO2e,BN-MY
1291,549.380057,MtCO2e,BN-MY
1292,824.070086,MtCO2e,BN-MY
1293,1.06E+03,MtCO2e,BN-MY
1294,1.10E+03,MtCO2e,BN-MY
1295,1.37E+03,MtCO2e,BN-MY
1296,1.59E+03,MtCO2e,BN-MY
1297,1.65E+03,MtCO2e,BN-MY
1298,1.92E+03,MtCO2e,BN-MY
1299,0,MtCO2e,PH-TH
1300,330.929244,MtCO2e,PH-TH
1301,661.858488,MtCO2e,PH-TH
1302,992.787732,MtCO2e,PH-TH
1303,1.31E+03,MtCO2e,PH-TH
1304,1.32E+03,MtCO2e,PH-TH
1305,1.65E+03,MtCO2e,PH-TH
1306,1.99E+03,MtCO2e,PH-TH
1307,2.32E+03,MtCO2e,PH-TH
1308,2.63E+03,MtCO2e,PH-TH
1309,2.65E+03,MtCO2e,PH-TH
1310,0,MtCO2e,MY-TH
1311,428.563206,MtCO2e,MY-TH
1312,857.126412,MtCO2e,MY-TH
1313,1.29E+03,MtCO2e,MY-TH
1314,1.30E+03,MtCO2e,MY-TH
1315,1.71E+03,MtCO2e,MY-TH
1316,2.14E+03,MtCO2e,MY-TH
1317,2.57E+03,MtCO2e,MY-TH
1318,2.61E+03,MtCO2e,MY-TH
1319,3.00E+03,MtCO2e,MY-TH
1320,3.43E+03,MtCO2e,MY-TH
1321,0,MtCO2e,BN-PH-TH
1322,347.372583,MtCO2e,BN-PH-TH
1323,694.745167,MtCO2e,BN-PH-TH
1324,1.04E+03,MtCO2e,BN-PH-TH
1325,1.33E+03,MtCO2e,BN-PH-TH
1326,1.39E+03,MtCO2e,BN-PH-TH
1327,1.74E+03,MtCO2e,BN-PH-TH
1328,2.08E+03,MtCO2e,BN-PH-TH
1329,2.43E+03,MtCO2e,BN-PH-TH
1330,2.67E+03,MtCO2e,BN-PH-TH
1331,2.78E+03,MtCO2e,BN-PH-TH
1332,0,MtCO2e,BN-MY-TH
1333,445.006546,MtCO2e,BN-MY-TH
1334,890.013091,MtCO2e,BN-MY-TH
1335,1.32E+03,MtCO2e,BN-MY-TH
1336,1.34E+03,MtCO2e,BN-MY-TH
1337,1.78E+03,MtCO2e,BN-MY-TH
1338,2.23E+03,MtCO2e,BN-MY-TH
1339,2.65E+03,MtCO2e,BN-MY-TH
1340,2.67E+03,MtCO2e,BN-MY-TH
1341,3.12E+03,MtCO2e,BN-MY-TH
1342,3.56E+03,MtCO2e,BN-MY-TH
1343,0,MtCO2e,BN-MY-PH
1344,366.630248,MtCO2e,BN-MY-PH
1345,733.260497,MtCO2e,BN-MY-PH
1346,1.05E+03,MtCO2e,BN-MY-PH
1347,1.10E+03,MtCO2e,BN-MY-PH
1348,1.47E+03,MtCO2e,BN-MY-PH
1349,1.83E+03,MtCO2e,BN-MY-PH
1350,2.10E+03,MtCO2e,BN-MY-PH
1351,2.20E+03,MtCO2e,BN-MY-PH
1352,2.57E+03,MtCO2e,BN-MY-PH
1353,2.93E+03,MtCO2e,BN-MY-PH
1354,0,MtCO2e,MY-PH-TH
1355,554.839679,MtCO2e,MY-PH-TH
1356,1.11E+03,MtCO2e,MY-PH-TH
1357,1.66E+03,MtCO2e,MY-PH-TH
1358,1.83E+03,MtCO2e,MY-PH-TH
1359,2.22E+03,MtCO2e,MY-PH-TH
1360,2.77E+03,MtCO2e,MY-PH-TH
1361,3.33E+03,MtCO2e,MY-PH-TH
1362,3.65E+03,MtCO2e,MY-PH-TH
1363,3.88E+03,MtCO2e,MY-PH-TH
1364,4.44E+03,MtCO2e,MY-PH-TH
1365,0,MtCO2e,BN-MY-PH-TH
1366,571.283019,MtCO2e,BN-MY-PH-TH
1367,1.14E+03,MtCO2e,BN-MY-PH-TH
1368,1.71E+03,MtCO2e,BN-MY-PH-TH
1369,1.85E+03,MtCO2e,BN-MY-PH-TH
1370,2.29E+03,MtCO2e,BN-MY-PH-TH
1371,2.86E+03,MtCO2e,BN-MY-PH-TH
1372,3.43E+03,MtCO2e,BN-MY-PH-TH
1373,3.69E+03,MtCO2e,BN-MY-PH-TH
1374,4.00E+03,MtCO2e,BN-MY-PH-TH
1375,4.57E+03,MtCO2e,BN-MY-PH-TH
1376,0,MtCO2e,DE
1377,1.03E+03,MtCO2e,DE
1378,2.07E+03,MtCO2e,DE
1379,3.10E+03,MtCO2e,DE
1380,4.14E+03,MtCO2e,DE
1381,5.17E+03,MtCO2e,DE
1382,6.21E+03,MtCO2e,DE
1383,7.24E+03,MtCO2e,DE
1384,8.28E+03,MtCO2e,DE
1385,9.31E+03,MtCO2e,DE
1386,1.03E+04,MtCO2e,DE
1387,0,MtCO2e,SA
1388,1.37E+03,MtCO2e,SA
1389,2.74E+03,MtCO2e,SA
1390,4.11E+03,MtCO2e,SA
1391,5.48E+03,MtCO2e,SA
1392,6.85E+03,MtCO2e,SA
1393,8.22E+03,MtCO2e,SA
1394,9.59E+03,MtCO2e,SA
1395,1.10E+04,MtCO2e,SA
1396,1.23E+04,MtCO2e,SA
1397,1.35E+04,MtCO2e,SA
1398,0,MtCO2e,AU
1399,314.749774,MtCO2e,AU
1400,629.499549,MtCO2e,AU
1401,695.141712,MtCO2e,AU
1402,944.249323,MtCO2e,AU
1403,1.26E+03,MtCO2e,AU
1404,1.39E+03,MtCO2e,AU
1405,1.57E+03,MtCO2e,AU
1406,1.89E+03,MtCO2e,AU
1407,2.09E+03,MtCO2e,AU
1408,2.20E+03,MtCO2e,AU
1409,0,MtCO2e,IN
1410,1.04E+04,MtCO2e,IN
1411,2.08E+04,MtCO2e,IN
1412,3.12E+04,MtCO2e,IN
1413,4.17E+04,MtCO2e,IN
1414,5.21E+04,MtCO2e,IN
1415,6.25E+04,MtCO2e,IN
1416,7.29E+04,MtCO2e,IN
1417,8.33E+04,MtCO2e,IN
1418,9.37E+04,MtCO2e,IN
1419,1.04E+05,MtCO2e,IN
1420,0,MtCO2e,TR
1421,817.607398,MtCO2e,TR
1422,1.64E+03,MtCO2e,TR
1423,2.45E+03,MtCO2e,TR
1424,3.27E+03,MtCO2e,TR
1425,4.09E+03,MtCO2e,TR
1426,4.91E+03,MtCO2e,TR
1427,5.72E+03,MtCO2e,TR
1428,6.54E+03,MtCO2e,TR
1429,7.36E+03,MtCO2e,TR
1430,8.18E+03,MtCO2e,TR
1431,0,MtCO2e,MM
1432,62.843658,MtCO2e,MM
1433,125.687317,MtCO2e,MM
1434,188.530975,MtCO2e,MM
1435,251.374634,MtCO2e,MM
1436,314.218292,MtCO2e,MM
1437,377.061951,MtCO2e,MM
1438,439.905609,MtCO2e,MM
1439,502.749267,MtCO2e,MM
1440,565.592926,MtCO2e,MM
1441,628.436584,MtCO2e,MM
1442,0,MtCO2e,JP
1443,1.92E+03,MtCO2e,JP
1444,3.84E+03,MtCO2e,JP
1445,5.75E+03,MtCO2e,JP
1446,7.67E+03,MtCO2e,JP
1447,9.59E+03,MtCO2e,JP
1448,1.15E+04,MtCO2e,JP
1449,1.34E+04,MtCO2e,JP
1450,1.53E+04,MtCO2e,JP
1451,1.73E+04,MtCO2e,JP
1452,1.92E+04,MtCO2e,JP
1453,0,MtCO2e,FR
1454,148.578453,MtCO2e,FR
1455,297.156905,MtCO2e,FR
1456,445.735358,MtCO2e,FR
1457,594.313811,MtCO2e,FR
1458,742.892264,MtCO2e,FR
1459,891.470716,MtCO2e,FR
1460,1.04E+03,MtCO2e,FR
1461,1.19E+03,MtCO2e,FR
1462,1.34E+03,MtCO2e,FR
1463,1.41E+03,MtCO2e,FR
1464,0,MtCO2e,RU
1465,2.51E+03,MtCO2e,RU
1466,5.02E+03,MtCO2e,RU
1467,7.53E+03,MtCO2e,RU
1468,1.00E+04,MtCO2e,RU
1469,1.25E+04,MtCO2e,RU
1470,1.51E+04,MtCO2e,RU
1471,1.76E+04,MtCO2e,RU
1472,2.01E+04,MtCO2e,RU
1473,2.26E+04,MtCO2e,RU
1474,2.51E+04,MtCO2e,RU
1475,0,MtCO2e,US
1476,6.74E+03,MtCO2e,US
1477,1.35E+04,MtCO2e,US
1478,2.02E+04,MtCO2e,US
1479,2.70E+04,MtCO2e,US
1480,3.37E+04,MtCO2e,US
1481,4.04E+04,MtCO2e,US
1482,4.72E+04,MtCO2e,US
1483,5.39E+04,MtCO2e,US
1484,6.07E+04,MtCO2e,US
1485,6.71E+04,MtCO2e,US
1486,0,MtCO2e,CN
1487,2.14E+04,MtCO2e,CN
1488,4.28E+04,MtCO2e,CN
1489,6.42E+04,MtCO2e,CN
1490,8.56E+04,MtCO2e,CN
1491,1.07E+05,MtCO2e,CN
1492,1.28E+05,MtCO2e,CN
1493,1.50E+05,MtCO2e,CN
1494,1.71E+05,MtCO2e,CN
1495,1.93E+05,MtCO2e,CN
1496,2.14E+05,MtCO2e,CN
1497,0,MtCO2e,DE-FR
1498,1.18E+03,MtCO2e,DE-FR
1499,2.37E+03,MtCO2e,DE-FR
1500,3.55E+03,MtCO2e,DE-FR
1501,4.73E+03,MtCO2e,DE-FR
1502,5.92E+03,MtCO2e,DE-FR
1503,7.10E+03,MtCO2e,DE-FR
1504,8.28E+03,MtCO2e,DE-FR
1505,9.47E+03,MtCO2e,DE-FR
1506,1.07E+04,MtCO2e,DE-FR
1507,1.18E+04,MtCO2e,DE-FR
1508,0,MtCO2e,ID-TH
1509,639.213964,MtCO2e,ID-TH
1510,1.28E+03,MtCO2e,ID-TH
1511,1.92E+03,MtCO2e,ID-TH
1512,2.56E+03,MtCO2e,ID-TH
1513,3.08E+03,MtCO2e,ID-TH
1514,3.20E+03,MtCO2e,ID-TH
1515,3.84E+03,MtCO2e,ID-TH
1516,4.47E+03,MtCO2e,ID-TH
1517,5.11E+03,MtCO2e,ID-TH
1518,5.75E+03,MtCO2e,ID-TH
1519,0,MtCO2e,SG-TH
1520,337.223795,MtCO2e,SG-TH
1521,674.447589,MtCO2e,SG-TH
1522,900.770568,MtCO2e,SG-TH
1523,1.01E+03,MtCO2e,SG-TH
1524,1.35E+03,MtCO2e,SG-TH
1525,1.69E+03,MtCO2e,SG-TH
1526,1.80E+03,MtCO2e,SG-TH
1527,2.02E+03,MtCO2e,SG-TH
1528,2.36E+03,MtCO2e,SG-TH
1529,2.70E+03,MtCO2e,SG-TH
1530,0,MtCO2e,ID-SG-TH
1531,337.223795,MtCO2e,ID-SG-TH
1532,674.447589,MtCO2e,ID-SG-TH
1533,900.770568,MtCO2e,ID-SG-TH
1534,1.01E+03,MtCO2e,ID-SG-TH
1535,1.35E+03,MtCO2e,ID-SG-TH
1536,1.69E+03,MtCO2e,ID-SG-TH
1537,1.80E+03,MtCO2e,ID-SG-TH
1538,2.02E+03,MtCO2e,ID-SG-TH
1539,2.36E+03,MtCO2e,ID-SG-TH
1540,2.70E+03,MtCO2e,ID-SG-TH
1541,0,MtCO2e,FR-TR
1542,966.185851,MtCO2e,FR-TR
1543,1.93E+03,MtCO2e,FR-TR
1544,2.90E+03,MtCO2e,FR-TR
1545,3.86E+03,MtCO2e,FR-TR
1546,4.83E+03,MtCO2e,FR-TR
1547,5.80E+03,MtCO2e,FR-TR
1548,6.76E+03,MtCO2e,FR-TR
1549,7.73E+03,MtCO2e,FR-TR
1550,8.70E+03,MtCO2e,FR-TR
1551,9.66E+03,MtCO2e,FR-TR
1552,0,MtCO2e,FR-MA
1553,159.932975,MtCO2e,FR-MA
1554,319.86595,MtCO2e,FR-MA
1555,479.798924,MtCO2e,FR-MA
1556,639.731899,MtCO2e,FR-MA
1557,705.571534,MtCO2e,FR-MA
1558,799.664874,MtCO2e,FR-MA
1559,959.597849,MtCO2e,FR-MA
1560,1.12E+03,MtCO2e,FR-MA
1561,1.28E+03,MtCO2e,FR-MA
1562,1.41E+03,MtCO2e,FR-MA
1563,0,MtCO2e,DE-TR
1564,1.85E+03,MtCO2e,DE-TR
1565,3.71E+03,MtCO2e,DE-TR
1566,5.56E+03,MtCO2e,DE-TR
1567,7.41E+03,MtCO2e,DE-TR
1568,9.26E+03,MtCO2e,DE-TR
1569,1.11E+04,MtCO2e,DE-TR
1570,1.30E+04,MtCO2e,DE-TR
1571,1.48E+04,MtCO2e,DE-TR
1572,1.67E+04,MtCO2e,DE-TR
1573,1.85E+04,MtCO2e,DE-TR
1574,0,MtCO2e,DE-MA
1575,159.932975,MtCO2e,DE-MA
1576,319.86595,MtCO2e,DE-MA
1577,479.798924,MtCO2e,DE-MA
1578,639.731899,MtCO2e,DE-MA
1579,705.571534,MtCO2e,DE-MA
1580,799.664874,MtCO2e,DE-MA
1581,959.597849,MtCO2e,DE-MA
1582,1.12E+03,MtCO2e,DE-MA
1583,1.28E+03,MtCO2e,DE-MA
1584,1.41E+03,MtCO2e,DE-MA
1585,0,MtCO2e,MA-TR
1586,159.932975,MtCO2e,MA-TR
1587,319.86595,MtCO2e,MA-TR
1588,479.798924,MtCO2e,MA-TR
1589,639.731899,MtCO2e,MA-TR
1590,705.571534,MtCO2e,MA-TR
1591,799.664874,MtCO2e,MA-TR
1592,959.597849,MtCO2e,MA-TR
1593,1.12E+03,MtCO2e,MA-TR
1594,1.28E+03,MtCO2e,MA-TR
1595,1.41E+03,MtCO2e,MA-TR
1596,0,MtCO2e,DE-FR-TR
1597,2.00E+03,MtCO2e,DE-FR-TR
1598,4.00E+03,MtCO2e,DE-FR-TR
1599,6.00E+03,MtCO2e,DE-FR-TR
1600,8.00E+03,MtCO2e,DE-FR-TR
1601,1.00E+04,MtCO2e,DE-FR-TR
1602,1.20E+04,MtCO2e,DE-FR-TR
1603,1.40E+04,MtCO2e,DE-FR-TR
1604,1.60E+04,MtCO2e,DE-FR-TR
1605,1.80E+04,MtCO2e,DE-FR-TR
1606,2.00E+04,MtCO2e,DE-FR-TR
1607,0,MtCO2e,DE-FR-MA
1608,159.932975,MtCO2e,DE-FR-MA
1609,319.86595,MtCO2e,DE-FR-MA
1610,479.798924,MtCO2e,DE-FR-MA
1611,639.731899,MtCO2e,DE-FR-MA
1612,705.571534,MtCO2e,DE-FR-MA
1613,799.664874,MtCO2e,DE-FR-MA
1614,959.597849,MtCO2e,DE-FR-MA
1615,1.12E+03,MtCO2e,DE-FR-MA
1616,1.28E+03,MtCO2e,DE-FR-MA
1617,1.41E+03,MtCO2e,DE-FR-MA
1618,0,MtCO2e,FR-MA-TR
1619,159.932975,MtCO2e,FR-MA-TR
1620,319.86595,MtCO2e,FR-MA-TR
1621,479.798924,MtCO2e,FR-MA-TR
1622,639.731899,MtCO2e,FR-MA-TR
1623,705.571534,MtCO2e,FR-MA-TR
1624,799.664874,MtCO2e,FR-MA-TR
1625,959.597849,MtCO2e,FR-MA-TR
1626,1.12E+03,MtCO2e,FR-MA-TR
1627,1.28E+03,MtCO2e,FR-MA-TR
1628,1.41E+03,MtCO2e,FR-MA-TR
1629,0,MtCO2e,DE-MA-TR
1630,159.932975,MtCO2e,DE-MA-TR
1631,319.86595,MtCO2e,DE-MA-TR
1632,479.798924,MtCO2e,DE-MA-TR
1633,639.731899,MtCO2e,DE-MA-TR
1634,705.571534,MtCO2e,DE-MA-TR
1635,799.664874,MtCO2e,DE-MA-TR
1636,959.597849,MtCO2e,DE-MA-TR
1637,1.12E+03,MtCO2e,DE-MA-TR
1638,1.28E+03,MtCO2e,DE-MA-TR
1639,1.41E+03,MtCO2e,DE-MA-TR
1640,0,MtCO2e,DE-FR-MA-TR
1641,159.932975,MtCO2e,DE-FR-MA-TR
1642,319.86595,MtCO2e,DE-FR-MA-TR
1643,479.798924,MtCO2e,DE-FR-MA-TR
1644,639.731899,MtCO2e,DE-FR-MA-TR
1645,705.571534,MtCO2e,DE-FR-MA-TR
1646,799.664874,MtCO2e,DE-FR-MA-TR
1647,959.597849,MtCO2e,DE-FR-MA-TR
1648,1.12E+03,MtCO2e,DE-FR-MA-TR
1649,1.28E+03,MtCO2e,DE-FR-MA-TR
1650,1.41E+03,MtCO2e,DE-FR-MA-TR
1651,0,MtCO2e,AU-ID
1652,789.868992,MtCO2e,AU-ID
1653,1.58E+03,MtCO2e,AU-ID
1654,2.37E+03,MtCO2e,AU-ID
1655,2.98E+03,MtCO2e,AU-ID
1656,3.16E+03,MtCO2e,AU-ID
1657,3.95E+03,MtCO2e,AU-ID
1658,4.74E+03,MtCO2e,AU-ID
1659,5.53E+03,MtCO2e,AU-ID
1660,5.96E+03,MtCO2e,AU-ID
1661,6.32E+03,MtCO2e,AU-ID
1662,0,MtCO2e,AU-MM
1663,757.98537,MtCO2e,AU-MM
1664,830.799217,MtCO2e,AU-MM
1665,1.52E+03,MtCO2e,AU-MM
1666,1.66E+03,MtCO2e,AU-MM
1667,2.27E+03,MtCO2e,AU-MM
1668,2.49E+03,MtCO2e,AU-MM
1669,3.03E+03,MtCO2e,AU-MM
1670,3.32E+03,MtCO2e,AU-MM
1671,3.79E+03,MtCO2e,AU-MM
1672,4.15E+03,MtCO2e,AU-MM
1673,0,MtCO2e,AU-SG
1674,551.19419,MtCO2e,AU-SG
1675,807.806722,MtCO2e,AU-SG
1676,1.10E+03,MtCO2e,AU-SG
1677,1.62E+03,MtCO2e,AU-SG
1678,1.65E+03,MtCO2e,AU-SG
1679,2.20E+03,MtCO2e,AU-SG
1680,2.42E+03,MtCO2e,AU-SG
1681,2.76E+03,MtCO2e,AU-SG
1682,3.23E+03,MtCO2e,AU-SG
1683,3.31E+03,MtCO2e,AU-SG
1684,0,MtCO2e,ID-MM
1685,758.306397,MtCO2e,ID-MM
1686,1.52E+03,MtCO2e,ID-MM
1687,2.27E+03,MtCO2e,ID-MM
1688,2.35E+03,MtCO2e,ID-MM
1689,3.03E+03,MtCO2e,ID-MM
1690,3.79E+03,MtCO2e,ID-MM
1691,4.55E+03,MtCO2e,ID-MM
1692,4.70E+03,MtCO2e,ID-MM
1693,5.31E+03,MtCO2e,ID-MM
1694,6.07E+03,MtCO2e,ID-MM
1695,0,MtCO2e,MM-SG
1696,175.508669,MtCO2e,MM-SG
1697,351.017337,MtCO2e,MM-SG
1698,526.526006,MtCO2e,MM-SG
1699,702.034675,MtCO2e,MM-SG
1700,877.543343,MtCO2e,MM-SG
1701,1.05E+03,MtCO2e,MM-SG
1702,1.23E+03,MtCO2e,MM-SG
1703,1.40E+03,MtCO2e,MM-SG
1704,1.58E+03,MtCO2e,MM-SG
1705,1.76E+03,MtCO2e,MM-SG
1706,0,MtCO2e,AU-ID-MM
1707,1.03E+03,MtCO2e,AU-ID-MM
1708,2.07E+03,MtCO2e,AU-ID-MM
1709,3.04E+03,MtCO2e,AU-ID-MM
1710,3.10E+03,MtCO2e,AU-ID-MM
1711,4.13E+03,MtCO2e,AU-ID-MM
1712,5.17E+03,MtCO2e,AU-ID-MM
1713,6.09E+03,MtCO2e,AU-ID-MM
1714,6.20E+03,MtCO2e,AU-ID-MM
1715,7.24E+03,MtCO2e,AU-ID-MM
1716,8.27E+03,MtCO2e,AU-ID-MM
1717,0,MtCO2e,AU-ID-SG
1718,927.858582,MtCO2e,AU-ID-SG
1719,1.86E+03,MtCO2e,AU-ID-SG
1720,2.78E+03,MtCO2e,AU-ID-SG
1721,3.09E+03,MtCO2e,AU-ID-SG
1722,3.71E+03,MtCO2e,AU-ID-SG
1723,4.64E+03,MtCO2e,AU-ID-SG
1724,5.57E+03,MtCO2e,AU-ID-SG
1725,6.19E+03,MtCO2e,AU-ID-SG
1726,6.50E+03,MtCO2e,AU-ID-SG
1727,7.42E+03,MtCO2e,AU-ID-SG
1728,0,MtCO2e,AU-MM-SG
1729,870.65038,MtCO2e,AU-MM-SG
1730,1.31E+03,MtCO2e,AU-MM-SG
1731,1.74E+03,MtCO2e,AU-MM-SG
1732,2.61E+03,MtCO2e,AU-MM-SG
1733,2.63E+03,MtCO2e,AU-MM-SG
1734,3.48E+03,MtCO2e,AU-MM-SG
1735,3.94E+03,MtCO2e,AU-MM-SG
1736,4.35E+03,MtCO2e,AU-MM-SG
1737,5.22E+03,MtCO2e,AU-MM-SG
1738,5.26E+03,MtCO2e,AU-MM-SG
1739,0,MtCO2e,ID-MM-SG
1740,896.295987,MtCO2e,ID-MM-SG
1741,1.79E+03,MtCO2e,ID-MM-SG
1742,2.46E+03,MtCO2e,ID-MM-SG
1743,2.69E+03,MtCO2e,ID-MM-SG
1744,3.59E+03,MtCO2e,ID-MM-SG
1745,4.48E+03,MtCO2e,ID-MM-SG
1746,4.92E+03,MtCO2e,ID-MM-SG
1747,5.38E+03,MtCO2e,ID-MM-SG
1748,6.27E+03,MtCO2e,ID-MM-SG
1749,7.17E+03,MtCO2e,ID-MM-SG
1750,0,MtCO2e,AU-ID-MM-SG
1751,1.17E+03,MtCO2e,AU-ID-MM-SG
1752,2.34E+03,MtCO2e,AU-ID-MM-SG
1753,3.16E+03,MtCO2e,AU-ID-MM-SG
1754,3.52E+03,MtCO2e,AU-ID-MM-SG
1755,4.69E+03,MtCO2e,AU-ID-MM-SG
1756,5.86E+03,MtCO2e,AU-ID-MM-SG
1757,6.31E+03,MtCO2e,AU-ID-MM-SG
1758,7.03E+03,MtCO2e,AU-ID-MM-SG
1759,8.20E+03,MtCO2e,AU-ID-MM-SG
1760,9.37E+03,MtCO2e,AU-ID-MM-SG
1761,0,MtCO2e,CN-IN
1762,3.18E+04,MtCO2e,CN-IN
1763,6.36E+04,MtCO2e,CN-IN
1764,9.54E+04,MtCO2e,CN-IN
1765,1.27E+05,MtCO2e,CN-IN
1766,1.59E+05,MtCO2e,CN-IN
1767,1.91E+05,MtCO2e,CN-IN
1768,2.23E+05,MtCO2e,CN-IN
1769,2.54E+05,MtCO2e,CN-IN
1770,2.86E+05,MtCO2e,CN-IN
1771,3.18E+05,MtCO2e,CN-IN
1772,0,MtCO2e,CN-JP
1773,2.33E+04,MtCO2e,CN-JP
1774,4.66E+04,MtCO2e,CN-JP
1775,6.99E+04,MtCO2e,CN-JP
1776,9.32E+04,MtCO2e,CN-JP
1777,1.17E+05,MtCO2e,CN-JP
1778,1.40E+05,MtCO2e,CN-JP
1779,1.63E+05,MtCO2e,CN-JP
1780,1.86E+05,MtCO2e,CN-JP
1781,2.10E+05,MtCO2e,CN-JP
1782,2.33E+05,MtCO2e,CN-JP
1783,0,MtCO2e,CN-KR
1784,2.23E+04,MtCO2e,CN-KR
1785,4.46E+04,MtCO2e,CN-KR
1786,6.69E+04,MtCO2e,CN-KR
1787,8.92E+04,MtCO2e,CN-KR
1788,1.11E+05,MtCO2e,CN-KR
1789,1.34E+05,MtCO2e,CN-KR
1790,1.56E+05,MtCO2e,CN-KR
1791,1.78E+05,MtCO2e,CN-KR
1792,2.01E+05,MtCO2e,CN-KR
1793,2.18E+05,MtCO2e,CN-KR
1794,0,MtCO2e,IN-JP
1795,1.23E+04,MtCO2e,IN-JP
1796,2.47E+04,MtCO2e,IN-JP
1797,3.70E+04,MtCO2e,IN-JP
1798,4.93E+04,MtCO2e,IN-JP
1799,6.17E+04,MtCO2e,IN-JP
1800,7.40E+04,MtCO2e,IN-JP
1801,8.63E+04,MtCO2e,IN-JP
1802,9.87E+04,MtCO2e,IN-JP
1803,1.11E+05,MtCO2e,IN-JP
1804,1.23E+05,MtCO2e,IN-JP
1805,0,MtCO2e,IN-KR
1806,1.13E+04,MtCO2e,IN-KR
1807,2.26E+04,MtCO2e,IN-KR
1808,3.40E+04,MtCO2e,IN-KR
1809,4.53E+04,MtCO2e,IN-KR
1810,5.66E+04,MtCO2e,IN-KR
1811,6.79E+04,MtCO2e,IN-KR
1812,7.92E+04,MtCO2e,IN-KR
1813,9.06E+04,MtCO2e,IN-KR
1814,1.02E+05,MtCO2e,IN-KR
1815,1.07E+05,MtCO2e,IN-KR
1816,0,MtCO2e,JP-KR
1817,2.82E+03,MtCO2e,JP-KR
1818,5.65E+03,MtCO2e,JP-KR
1819,7.41E+03,MtCO2e,JP-KR
1820,8.47E+03,MtCO2e,JP-KR
1821,1.13E+04,MtCO2e,JP-KR
1822,1.41E+04,MtCO2e,JP-KR
1823,1.48E+04,MtCO2e,JP-KR
1824,1.69E+04,MtCO2e,JP-KR
1825,1.98E+04,MtCO2e,JP-KR
1826,2.22E+04,MtCO2e,JP-KR
1827,0,MtCO2e,CN-IN-JP
1828,3.37E+04,MtCO2e,CN-IN-JP
1829,6.75E+04,MtCO2e,CN-IN-JP
1830,1.01E+05,MtCO2e,CN-IN-JP
1831,1.35E+05,MtCO2e,CN-IN-JP
1832,1.69E+05,MtCO2e,CN-IN-JP
1833,2.02E+05,MtCO2e,CN-IN-JP
1834,2.36E+05,MtCO2e,CN-IN-JP
1835,2.70E+05,MtCO2e,CN-IN-JP
1836,3.04E+05,MtCO2e,CN-IN-JP
1837,3.37E+05,MtCO2e,CN-IN-JP
1838,0,MtCO2e,CN-IN-KR
1839,3.27E+04,MtCO2e,CN-IN-KR
1840,6.54E+04,MtCO2e,CN-IN-KR
1841,9.81E+04,MtCO2e,CN-IN-KR
1842,1.31E+05,MtCO2e,CN-IN-KR
1843,1.64E+05,MtCO2e,CN-IN-KR
1844,1.96E+05,MtCO2e,CN-IN-KR
1845,2.29E+05,MtCO2e,CN-IN-KR
1846,2.62E+05,MtCO2e,CN-IN-KR
1847,2.94E+05,MtCO2e,CN-IN-KR
1848,3.22E+05,MtCO2e,CN-IN-KR
1849,0,MtCO2e,CN-JP-KR
1850,2.42E+04,MtCO2e,CN-JP-KR
1851,4.84E+04,MtCO2e,CN-JP-KR
1852,7.27E+04,MtCO2e,CN-JP-KR
1853,9.69E+04,MtCO2e,CN-JP-KR
1854,1.21E+05,MtCO2e,CN-JP-KR
1855,1.45E+05,MtCO2e,CN-JP-KR
1856,1.70E+05,MtCO2e,CN-JP-KR
1857,1.94E+05,MtCO2e,CN-JP-KR
1858,2.18E+05,MtCO2e,CN-JP-KR
1859,2.38E+05,MtCO2e,CN-JP-KR
1860,0,MtCO2e,IN-JP-KR
1861,1.32E+04,MtCO2e,IN-JP-KR
1862,2.65E+04,MtCO2e,IN-JP-KR
1863,3.97E+04,MtCO2e,IN-JP-KR
1864,5.30E+04,MtCO2e,IN-JP-KR
1865,6.62E+04,MtCO2e,IN-JP-KR
1866,7.94E+04,MtCO2e,IN-JP-KR
1867,9.27E+04,MtCO2e,IN-JP-KR
1868,1.06E+05,MtCO2e,IN-JP-KR
1869,1.19E+05,MtCO2e,IN-JP-KR
1870,1.26E+05,MtCO2e,IN-JP-KR
1871,0,MtCO2e,CN-IN-JP-KR
1872,3.46E+04,MtCO2e,CN-IN-JP-KR
1873,6.93E+04,MtCO2e,CN-IN-JP-KR
1874,1.04E+05,MtCO2e,CN-IN-JP-KR
1875,1.39E+05,MtCO2e,CN-IN-JP-KR
1876,1.73E+05,MtCO2e,CN-IN-JP-KR
1877,2.08E+05,MtCO2e,CN-IN-JP-KR
